Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A14006_001
"36005000100","14000US36005000100","Census Tract 1","Census Tract 1, Bronx County, New York","ny","140","00","ACSSF","0003480",,,,,"36","005",,,,"000100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6864,
"36005000200","14000US36005000200","Census Tract 2","Census Tract 2, Bronx County, New York","ny","140","00","ACSSF","0003481",,,,,"36","005",,,,"000200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4532,51100
"36005000400","14000US36005000400","Census Tract 4","Census Tract 4, Bronx County, New York","ny","140","00","ACSSF","0003482",,,,,"36","005",,,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5516,78409
"36005001600","14000US36005001600","Census Tract 16","Census Tract 16, Bronx County, New York","ny","140","00","ACSSF","0003483",,,,,"36","005",,,,"001600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5825,34093
"36005001900","14000US36005001900","Census Tract 19","Census Tract 19, Bronx County, New York","ny","140","00","ACSSF","0003484",,,,,"36","005",,,,"001900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3141,45156
"36005002000","14000US36005002000","Census Tract 20","Census Tract 20, Bronx County, New York","ny","140","00","ACSSF","0003485",,,,,"36","005",,,,"002000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9040,20592
"36005002300","14000US36005002300","Census Tract 23","Census Tract 23, Bronx County, New York","ny","140","00","ACSSF","0003486",,,,,"36","005",,,,"002300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302,18688
"36005002400","14000US36005002400","Census Tract 24","Census Tract 24, Bronx County, New York","ny","140","00","ACSSF","0003487",,,,,"36","005",,,,"002400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,
"36005002500","14000US36005002500","Census Tract 25","Census Tract 25, Bronx County, New York","ny","140","00","ACSSF","0003488",,,,,"36","005",,,,"002500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5610,23115
"36005002701","14000US36005002701","Census Tract 27.01","Census Tract 27.01, Bronx County, New York","ny","140","00","ACSSF","0003489",,,,,"36","005",,,,"002701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2608,18832
"36005002702","14000US36005002702","Census Tract 27.02","Census Tract 27.02, Bronx County, New York","ny","140","00","ACSSF","0003490",,,,,"36","005",,,,"002702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560,13097
"36005002800","14000US36005002800","Census Tract 28","Census Tract 28, Bronx County, New York","ny","140","00","ACSSF","0003491",,,,,"36","005",,,,"002800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5151,51138
"36005003100","14000US36005003100","Census Tract 31","Census Tract 31, Bronx County, New York","ny","140","00","ACSSF","0003492",,,,,"36","005",,,,"003100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689,43255
"36005003300","14000US36005003300","Census Tract 33","Census Tract 33, Bronx County, New York","ny","140","00","ACSSF","0003493",,,,,"36","005",,,,"003300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3277,22127
"36005003500","14000US36005003500","Census Tract 35","Census Tract 35, Bronx County, New York","ny","140","00","ACSSF","0003494",,,,,"36","005",,,,"003500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3907,31310
"36005003700","14000US36005003700","Census Tract 37","Census Tract 37, Bronx County, New York","ny","140","00","ACSSF","0003495",,,,,"36","005",,,,"003700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,
"36005003800","14000US36005003800","Census Tract 38","Census Tract 38, Bronx County, New York","ny","140","00","ACSSF","0003496",,,,,"36","005",,,,"003800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,33681
"36005003900","14000US36005003900","Census Tract 39","Census Tract 39, Bronx County, New York","ny","140","00","ACSSF","0003497",,,,,"36","005",,,,"003900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6260,25772
"36005004001","14000US36005004001","Census Tract 40.01","Census Tract 40.01, Bronx County, New York","ny","140","00","ACSSF","0003498",,,,,"36","005",,,,"004001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,54868
"36005004100","14000US36005004100","Census Tract 41","Census Tract 41, Bronx County, New York","ny","140","00","ACSSF","0003499",,,,,"36","005",,,,"004100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5942,19643
"36005004200","14000US36005004200","Census Tract 42","Census Tract 42, Bronx County, New York","ny","140","00","ACSSF","0003500",,,,,"36","005",,,,"004200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7697,43293
"36005004300","14000US36005004300","Census Tract 43","Census Tract 43, Bronx County, New York","ny","140","00","ACSSF","0003501",,,,,"36","005",,,,"004300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5552,21689
"36005004400","14000US36005004400","Census Tract 44","Census Tract 44, Bronx County, New York","ny","140","00","ACSSF","0003502",,,,,"36","005",,,,"004400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401,17297
"36005004600","14000US36005004600","Census Tract 46","Census Tract 46, Bronx County, New York","ny","140","00","ACSSF","0003503",,,,,"36","005",,,,"004600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961,21360
"36005004800","14000US36005004800","Census Tract 48","Census Tract 48, Bronx County, New York","ny","140","00","ACSSF","0003504",,,,,"36","005",,,,"004800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563,33403
"36005005001","14000US36005005001","Census Tract 50.01","Census Tract 50.01, Bronx County, New York","ny","140","00","ACSSF","0003505",,,,,"36","005",,,,"005001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4604,27009
"36005005002","14000US36005005002","Census Tract 50.02","Census Tract 50.02, Bronx County, New York","ny","140","00","ACSSF","0003506",,,,,"36","005",,,,"005002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5592,31795
"36005005100","14000US36005005100","Census Tract 51","Census Tract 51, Bronx County, New York","ny","140","00","ACSSF","0003507",,,,,"36","005",,,,"005100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5737,19115
"36005005200","14000US36005005200","Census Tract 52","Census Tract 52, Bronx County, New York","ny","140","00","ACSSF","0003508",,,,,"36","005",,,,"005200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956,21140
"36005005300","14000US36005005300","Census Tract 53","Census Tract 53, Bronx County, New York","ny","140","00","ACSSF","0003509",,,,,"36","005",,,,"005300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4888,16583
"36005005400","14000US36005005400","Census Tract 54","Census Tract 54, Bronx County, New York","ny","140","00","ACSSF","0003510",,,,,"36","005",,,,"005400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5324,35189
"36005005600","14000US36005005600","Census Tract 56","Census Tract 56, Bronx County, New York","ny","140","00","ACSSF","0003511",,,,,"36","005",,,,"005600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279,27153
"36005005902","14000US36005005902","Census Tract 59.02","Census Tract 59.02, Bronx County, New York","ny","140","00","ACSSF","0003512",,,,,"36","005",,,,"005902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2751,30844
"36005006000","14000US36005006000","Census Tract 60","Census Tract 60, Bronx County, New York","ny","140","00","ACSSF","0003513",,,,,"36","005",,,,"006000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386,34898
"36005006100","14000US36005006100","Census Tract 61","Census Tract 61, Bronx County, New York","ny","140","00","ACSSF","0003514",,,,,"36","005",,,,"006100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,45361
"36005006200","14000US36005006200","Census Tract 62","Census Tract 62, Bronx County, New York","ny","140","00","ACSSF","0003515",,,,,"36","005",,,,"006200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7233,25206
"36005006300","14000US36005006300","Census Tract 63","Census Tract 63, Bronx County, New York","ny","140","00","ACSSF","0003516",,,,,"36","005",,,,"006300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4582,37306
"36005006400","14000US36005006400","Census Tract 64","Census Tract 64, Bronx County, New York","ny","140","00","ACSSF","0003517",,,,,"36","005",,,,"006400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3932,38415
"36005006500","14000US36005006500","Census Tract 65","Census Tract 65, Bronx County, New York","ny","140","00","ACSSF","0003518",,,,,"36","005",,,,"006500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5377,25467
"36005006700","14000US36005006700","Census Tract 67","Census Tract 67, Bronx County, New York","ny","140","00","ACSSF","0003519",,,,,"36","005",,,,"006700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6705,19813
"36005006800","14000US36005006800","Census Tract 68","Census Tract 68, Bronx County, New York","ny","140","00","ACSSF","0003520",,,,,"36","005",,,,"006800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230,54395
"36005006900","14000US36005006900","Census Tract 69","Census Tract 69, Bronx County, New York","ny","140","00","ACSSF","0003521",,,,,"36","005",,,,"006900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7801,37590
"36005007000","14000US36005007000","Census Tract 70","Census Tract 70, Bronx County, New York","ny","140","00","ACSSF","0003522",,,,,"36","005",,,,"007000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4378,50500
"36005007100","14000US36005007100","Census Tract 71","Census Tract 71, Bronx County, New York","ny","140","00","ACSSF","0003523",,,,,"36","005",,,,"007100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,42292
"36005007200","14000US36005007200","Census Tract 72","Census Tract 72, Bronx County, New York","ny","140","00","ACSSF","0003524",,,,,"36","005",,,,"007200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6255,43197
"36005007300","14000US36005007300","Census Tract 73","Census Tract 73, Bronx County, New York","ny","140","00","ACSSF","0003525",,,,,"36","005",,,,"007300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297,22344
"36005007400","14000US36005007400","Census Tract 74","Census Tract 74, Bronx County, New York","ny","140","00","ACSSF","0003526",,,,,"36","005",,,,"007400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3634,39537
"36005007500","14000US36005007500","Census Tract 75","Census Tract 75, Bronx County, New York","ny","140","00","ACSSF","0003527",,,,,"36","005",,,,"007500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6692,30706
"36005007600","14000US36005007600","Census Tract 76","Census Tract 76, Bronx County, New York","ny","140","00","ACSSF","0003528",,,,,"36","005",,,,"007600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5311,46176
"36005007700","14000US36005007700","Census Tract 77","Census Tract 77, Bronx County, New York","ny","140","00","ACSSF","0003529",,,,,"36","005",,,,"007700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,38417
"36005007800","14000US36005007800","Census Tract 78","Census Tract 78, Bronx County, New York","ny","140","00","ACSSF","0003530",,,,,"36","005",,,,"007800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7415,52360
"36005007900","14000US36005007900","Census Tract 79","Census Tract 79, Bronx County, New York","ny","140","00","ACSSF","0003531",,,,,"36","005",,,,"007900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7188,26307
"36005008300","14000US36005008300","Census Tract 83","Census Tract 83, Bronx County, New York","ny","140","00","ACSSF","0003532",,,,,"36","005",,,,"008300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6713,32167
"36005008400","14000US36005008400","Census Tract 84","Census Tract 84, Bronx County, New York","ny","140","00","ACSSF","0003533",,,,,"36","005",,,,"008400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899,85750
"36005008500","14000US36005008500","Census Tract 85","Census Tract 85, Bronx County, New York","ny","140","00","ACSSF","0003534",,,,,"36","005",,,,"008500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5631,31370
"36005008600","14000US36005008600","Census Tract 86","Census Tract 86, Bronx County, New York","ny","140","00","ACSSF","0003535",,,,,"36","005",,,,"008600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3936,21848
"36005008700","14000US36005008700","Census Tract 87","Census Tract 87, Bronx County, New York","ny","140","00","ACSSF","0003536",,,,,"36","005",,,,"008700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6127,23967
"36005008900","14000US36005008900","Census Tract 89","Census Tract 89, Bronx County, New York","ny","140","00","ACSSF","0003537",,,,,"36","005",,,,"008900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3218,28642
"36005009000","14000US36005009000","Census Tract 90","Census Tract 90, Bronx County, New York","ny","140","00","ACSSF","0003538",,,,,"36","005",,,,"009000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3459,24487
"36005009200","14000US36005009200","Census Tract 92","Census Tract 92, Bronx County, New York","ny","140","00","ACSSF","0003539",,,,,"36","005",,,,"009200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5848,50176
"36005009300","14000US36005009300","Census Tract 93","Census Tract 93, Bronx County, New York","ny","140","00","ACSSF","0003540",,,,,"36","005",,,,"009300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6154,32852
"36005009600","14000US36005009600","Census Tract 96","Census Tract 96, Bronx County, New York","ny","140","00","ACSSF","0003541",,,,,"36","005",,,,"009600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2792,50809
"36005009800","14000US36005009800","Census Tract 98","Census Tract 98, Bronx County, New York","ny","140","00","ACSSF","0003542",,,,,"36","005",,,,"009800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4756,68487
"36005011000","14000US36005011000","Census Tract 110","Census Tract 110, Bronx County, New York","ny","140","00","ACSSF","0003543",,,,,"36","005",,,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
"36005011502","14000US36005011502","Census Tract 115.02","Census Tract 115.02, Bronx County, New York","ny","140","00","ACSSF","0003544",,,,,"36","005",,,,"011502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4582,17656
"36005011700","14000US36005011700","Census Tract 117","Census Tract 117, Bronx County, New York","ny","140","00","ACSSF","0003545",,,,,"36","005",,,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443,21595
"36005011800","14000US36005011800","Census Tract 118","Census Tract 118, Bronx County, New York","ny","140","00","ACSSF","0003546",,,,,"36","005",,,,"011800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503,86250
"36005011900","14000US36005011900","Census Tract 119","Census Tract 119, Bronx County, New York","ny","140","00","ACSSF","0003547",,,,,"36","005",,,,"011900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440,28988
"36005012101","14000US36005012101","Census Tract 121.01","Census Tract 121.01, Bronx County, New York","ny","140","00","ACSSF","0003548",,,,,"36","005",,,,"012101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3070,39514
"36005012102","14000US36005012102","Census Tract 121.02","Census Tract 121.02, Bronx County, New York","ny","140","00","ACSSF","0003549",,,,,"36","005",,,,"012102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447,23244
"36005012300","14000US36005012300","Census Tract 123","Census Tract 123, Bronx County, New York","ny","140","00","ACSSF","0003550",,,,,"36","005",,,,"012300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4268,31519
"36005012500","14000US36005012500","Census Tract 125","Census Tract 125, Bronx County, New York","ny","140","00","ACSSF","0003551",,,,,"36","005",,,,"012500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3860,34903
"36005012701","14000US36005012701","Census Tract 127.01","Census Tract 127.01, Bronx County, New York","ny","140","00","ACSSF","0003552",,,,,"36","005",,,,"012701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928,31212
"36005012901","14000US36005012901","Census Tract 129.01","Census Tract 129.01, Bronx County, New York","ny","140","00","ACSSF","0003553",,,,,"36","005",,,,"012901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4419,25633
"36005013000","14000US36005013000","Census Tract 130","Census Tract 130, Bronx County, New York","ny","140","00","ACSSF","0003554",,,,,"36","005",,,,"013000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476,106346
"36005013100","14000US36005013100","Census Tract 131","Census Tract 131, Bronx County, New York","ny","140","00","ACSSF","0003555",,,,,"36","005",,,,"013100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5084,26750
"36005013200","14000US36005013200","Census Tract 132","Census Tract 132, Bronx County, New York","ny","140","00","ACSSF","0003556",,,,,"36","005",,,,"013200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7272,118211
"36005013300","14000US36005013300","Census Tract 133","Census Tract 133, Bronx County, New York","ny","140","00","ACSSF","0003557",,,,,"36","005",,,,"013300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,23484
"36005013500","14000US36005013500","Census Tract 135","Census Tract 135, Bronx County, New York","ny","140","00","ACSSF","0003558",,,,,"36","005",,,,"013500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3590,24392
"36005013800","14000US36005013800","Census Tract 138","Census Tract 138, Bronx County, New York","ny","140","00","ACSSF","0003559",,,,,"36","005",,,,"013800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2588,67705
"36005014100","14000US36005014100","Census Tract 141","Census Tract 141, Bronx County, New York","ny","140","00","ACSSF","0003560",,,,,"36","005",,,,"014100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5851,31205
"36005014300","14000US36005014300","Census Tract 143","Census Tract 143, Bronx County, New York","ny","140","00","ACSSF","0003561",,,,,"36","005",,,,"014300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482,17204
"36005014400","14000US36005014400","Census Tract 144","Census Tract 144, Bronx County, New York","ny","140","00","ACSSF","0003562",,,,,"36","005",,,,"014400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5138,22095
"36005014500","14000US36005014500","Census Tract 145","Census Tract 145, Bronx County, New York","ny","140","00","ACSSF","0003563",,,,,"36","005",,,,"014500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7436,30676
"36005014701","14000US36005014701","Census Tract 147.01","Census Tract 147.01, Bronx County, New York","ny","140","00","ACSSF","0003564",,,,,"36","005",,,,"014701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7003,17013
"36005014702","14000US36005014702","Census Tract 147.02","Census Tract 147.02, Bronx County, New York","ny","140","00","ACSSF","0003565",,,,,"36","005",,,,"014702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5435,22237
"36005014900","14000US36005014900","Census Tract 149","Census Tract 149, Bronx County, New York","ny","140","00","ACSSF","0003566",,,,,"36","005",,,,"014900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4419,29079
"36005015100","14000US36005015100","Census Tract 151","Census Tract 151, Bronx County, New York","ny","140","00","ACSSF","0003567",,,,,"36","005",,,,"015100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5309,29276
"36005015200","14000US36005015200","Census Tract 152","Census Tract 152, Bronx County, New York","ny","140","00","ACSSF","0003568",,,,,"36","005",,,,"015200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2481,73929
"36005015300","14000US36005015300","Census Tract 153","Census Tract 153, Bronx County, New York","ny","140","00","ACSSF","0003569",,,,,"36","005",,,,"015300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474,24438
"36005015500","14000US36005015500","Census Tract 155","Census Tract 155, Bronx County, New York","ny","140","00","ACSSF","0003570",,,,,"36","005",,,,"015500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927,22067
"36005015700","14000US36005015700","Census Tract 157","Census Tract 157, Bronx County, New York","ny","140","00","ACSSF","0003571",,,,,"36","005",,,,"015700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4704,33468
"36005015800","14000US36005015800","Census Tract 158","Census Tract 158, Bronx County, New York","ny","140","00","ACSSF","0003572",,,,,"36","005",,,,"015800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314,55700
"36005015900","14000US36005015900","Census Tract 159","Census Tract 159, Bronx County, New York","ny","140","00","ACSSF","0003573",,,,,"36","005",,,,"015900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,16400
"36005016000","14000US36005016000","Census Tract 160","Census Tract 160, Bronx County, New York","ny","140","00","ACSSF","0003574",,,,,"36","005",,,,"016000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666,79756
"36005016100","14000US36005016100","Census Tract 161","Census Tract 161, Bronx County, New York","ny","140","00","ACSSF","0003575",,,,,"36","005",,,,"016100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4650,17960
"36005016200","14000US36005016200","Census Tract 162","Census Tract 162, Bronx County, New York","ny","140","00","ACSSF","0003576",,,,,"36","005",,,,"016200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870,81210
"36005016300","14000US36005016300","Census Tract 163","Census Tract 163, Bronx County, New York","ny","140","00","ACSSF","0003577",,,,,"36","005",,,,"016300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
"36005016400","14000US36005016400","Census Tract 164","Census Tract 164, Bronx County, New York","ny","140","00","ACSSF","0003578",,,,,"36","005",,,,"016400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046,80000
"36005016500","14000US36005016500","Census Tract 165","Census Tract 165, Bronx County, New York","ny","140","00","ACSSF","0003579",,,,,"36","005",,,,"016500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,26739
"36005016600","14000US36005016600","Census Tract 166","Census Tract 166, Bronx County, New York","ny","140","00","ACSSF","0003580",,,,,"36","005",,,,"016600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244,78333
"36005016700","14000US36005016700","Census Tract 167","Census Tract 167, Bronx County, New York","ny","140","00","ACSSF","0003581",,,,,"36","005",,,,"016700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3695,31600
"36005016900","14000US36005016900","Census Tract 169","Census Tract 169, Bronx County, New York","ny","140","00","ACSSF","0003582",,,,,"36","005",,,,"016900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,30221
"36005017100","14000US36005017100","Census Tract 171","Census Tract 171, Bronx County, New York","ny","140","00","ACSSF","0003583",,,,,"36","005",,,,"017100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
"36005017300","14000US36005017300","Census Tract 173","Census Tract 173, Bronx County, New York","ny","140","00","ACSSF","0003584",,,,,"36","005",,,,"017300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5746,20662
"36005017500","14000US36005017500","Census Tract 175","Census Tract 175, Bronx County, New York","ny","140","00","ACSSF","0003585",,,,,"36","005",,,,"017500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6536,26630
"36005017701","14000US36005017701","Census Tract 177.01","Census Tract 177.01, Bronx County, New York","ny","140","00","ACSSF","0003586",,,,,"36","005",,,,"017701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4650,28750
"36005017702","14000US36005017702","Census Tract 177.02","Census Tract 177.02, Bronx County, New York","ny","140","00","ACSSF","0003587",,,,,"36","005",,,,"017702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5423,34567
"36005017901","14000US36005017901","Census Tract 179.01","Census Tract 179.01, Bronx County, New York","ny","140","00","ACSSF","0003588",,,,,"36","005",,,,"017901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4831,39036
"36005017902","14000US36005017902","Census Tract 179.02","Census Tract 179.02, Bronx County, New York","ny","140","00","ACSSF","0003589",,,,,"36","005",,,,"017902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032,37250
"36005018101","14000US36005018101","Census Tract 181.01","Census Tract 181.01, Bronx County, New York","ny","140","00","ACSSF","0003590",,,,,"36","005",,,,"018101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351,
"36005018102","14000US36005018102","Census Tract 181.02","Census Tract 181.02, Bronx County, New York","ny","140","00","ACSSF","0003591",,,,,"36","005",,,,"018102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5294,31602
"36005018301","14000US36005018301","Census Tract 183.01","Census Tract 183.01, Bronx County, New York","ny","140","00","ACSSF","0003592",,,,,"36","005",,,,"018301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320,37105
"36005018302","14000US36005018302","Census Tract 183.02","Census Tract 183.02, Bronx County, New York","ny","140","00","ACSSF","0003593",,,,,"36","005",,,,"018302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3824,41894
"36005018400","14000US36005018400","Census Tract 184","Census Tract 184, Bronx County, New York","ny","140","00","ACSSF","0003594",,,,,"36","005",,,,"018400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3793,79191
"36005018500","14000US36005018500","Census Tract 185","Census Tract 185, Bronx County, New York","ny","140","00","ACSSF","0003595",,,,,"36","005",,,,"018500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9001,25808
"36005018900","14000US36005018900","Census Tract 189","Census Tract 189, Bronx County, New York","ny","140","00","ACSSF","0003596",,,,,"36","005",,,,"018900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8210,27339
