,year,season,BoroCD,Unique Key
1309,2020,summer,408.0,86
1310,2020,summer,409.0,40
1311,2020,summer,410.0,37
1312,2020,summer,411.0,33
1313,2020,summer,412.0,74
1314,2020,summer,413.0,56
1315,2020,summer,414.0,34
1316,2020,summer,481.0,1
1317,2020,summer,501.0,64
1318,2020,summer,502.0,27
1319,2020,summer,503.0,41
1320,2020,winter,101.0,45
1321,2020,winter,102.0,86
1322,2020,winter,103.0,95
1323,2020,winter,104.0,103
1324,2020,winter,105.0,127
1325,2020,winter,106.0,65
1326,2020,winter,107.0,163
1327,2020,winter,108.0,97
1328,2020,winter,109.0,66
1329,2020,winter,110.0,51
1330,2020,winter,111.0,43
1331,2020,winter,112.0,109
1332,2020,winter,164.0,2
1333,2020,winter,201.0,11
1334,2020,winter,202.0,18
1335,2020,winter,203.0,10
1336,2020,winter,204.0,24
1337,2020,winter,205.0,22
1338,2020,winter,206.0,17
1339,2020,winter,207.0,39
1340,2020,winter,208.0,90
1341,2020,winter,209.0,29
1342,2020,winter,210.0,19
1343,2020,winter,211.0,27
1344,2020,winter,212.0,21
1345,2020,winter,226.0,1
1346,2020,winter,301.0,174
1347,2020,winter,302.0,90
1348,2020,winter,303.0,67
1349,2020,winter,304.0,39
1350,2020,winter,305.0,12
1351,2020,winter,306.0,102
1352,2020,winter,307.0,33
1353,2020,winter,308.0,40
1354,2020,winter,309.0,31
1355,2020,winter,310.0,49
1356,2020,winter,311.0,21
1357,2020,winter,312.0,46
1358,2020,winter,313.0,20
1359,2020,winter,314.0,35
1360,2020,winter,315.0,53
1361,2020,winter,316.0,14
1362,2020,winter,317.0,38
1363,2020,winter,318.0,49
1364,2020,winter,355.0,6
1365,2020,winter,401.0,124
1366,2020,winter,402.0,61
1367,2020,winter,403.0,29
1368,2020,winter,404.0,11
1369,2020,winter,405.0,75
1370,2020,winter,406.0,100
1371,2020,winter,407.0,82
1372,2020,winter,408.0,50
1373,2020,winter,409.0,26
1374,2020,winter,410.0,23
1375,2020,winter,411.0,20
1376,2020,winter,412.0,52
1377,2020,winter,413.0,31
1378,2020,winter,414.0,10
1379,2020,winter,501.0,86
1380,2020,winter,502.0,34
1381,2020,winter,503.0,32
1382,2020,winter,595.0,1
1383,2021,winter,101.0,28
1384,2021,winter,102.0,57
1385,2021,winter,103.0,47
1386,2021,winter,104.0,50
1387,2021,winter,105.0,47
1388,2021,winter,106.0,50
1389,2021,winter,107.0,124
1390,2021,winter,108.0,74
1391,2021,winter,109.0,14
1392,2021,winter,110.0,41
1393,2021,winter,111.0,30
1394,2021,winter,112.0,53
1395,2021,winter,201.0,9
1396,2021,winter,202.0,16
1397,2021,winter,203.0,10
1398,2021,winter,204.0,13
1399,2021,winter,205.0,8
1400,2021,winter,206.0,10
1401,2021,winter,207.0,94
1402,2021,winter,208.0,24
1403,2021,winter,209.0,19
1404,2021,winter,210.0,22
1405,2021,winter,211.0,18
1406,2021,winter,212.0,12
1407,2021,winter,301.0,66
1408,2021,winter,302.0,61
1409,2021,winter,303.0,31
1410,2021,winter,304.0,23
1411,2021,winter,305.0,8
1412,2021,winter,306.0,82
1413,2021,winter,307.0,35
1414,2021,winter,308.0,33
1415,2021,winter,309.0,16
1416,2021,winter,310.0,27
1417,2021,winter,311.0,14
1418,2021,winter,312.0,37
1419,2021,winter,313.0,6
1420,2021,winter,314.0,29
1421,2021,winter,315.0,25
1422,2021,winter,316.0,6
1423,2021,winter,317.0,19
1424,2021,winter,318.0,15
1425,2021,winter,355.0,1
1426,2021,winter,401.0,70
1427,2021,winter,402.0,21
1428,2021,winter,403.0,31
1429,2021,winter,404.0,10
1430,2021,winter,405.0,28
1431,2021,winter,406.0,39
1432,2021,winter,407.0,65
1433,2021,winter,408.0,66
1434,2021,winter,409.0,20
1435,2021,winter,410.0,13
1436,2021,winter,411.0,12
1437,2021,winter,412.0,23
1438,2021,winter,413.0,28
1439,2021,winter,414.0,10
1440,2021,winter,501.0,29
1441,2021,winter,502.0,21
1442,2021,winter,503.0,21
1443,2021,winter,595.0,1
