,index,County Code,Site Num,Parameter Code,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Date Local,Units of Measure,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Local Site Name,Address,County Name
84,693845,5,133,42602,40.8679,-73.87809,WGS84,Nitrogen dioxide (NO2),1 HOUR,2011-02-12,Parts per billion,24,100.0,34.025,53.9,0,50,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,Bronx
85,695521,81,124,42602,40.73614,-73.82153000000001,WGS84,Nitrogen dioxide (NO2),1 HOUR,2011-02-12,Parts per billion,24,100.0,27.733333000000002,48.0,1,45,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,Queens
86,693846,5,133,42602,40.8679,-73.87809,WGS84,Nitrogen dioxide (NO2),1 HOUR,2011-02-13,Parts per billion,24,100.0,31.725,46.6,6,43,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,Bronx
87,695522,81,124,42602,40.73614,-73.82153000000001,WGS84,Nitrogen dioxide (NO2),1 HOUR,2011-02-13,Parts per billion,15,63.0,27.926667,50.8,6,47,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,Queens
88,693847,5,133,42602,40.8679,-73.87809,WGS84,Nitrogen dioxide (NO2),1 HOUR,2011-02-14,Parts per billion,22,92.0,23.913636,38.2,8,36,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,Bronx
89,695523,81,124,42602,40.73614,-73.82153000000001,WGS84,Nitrogen dioxide (NO2),1 HOUR,2011-02-14,Parts per billion,18,75.0,19.094444,43.4,7,41,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,Queens
90,695524,81,124,42602,40.73614,-73.82153000000001,WGS84,Nitrogen dioxide (NO2),1 HOUR,2011-02-15,Parts per billion,24,100.0,16.316667000000002,32.7,23,30,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,Queens
91,693848,5,133,42602,40.8679,-73.87809,WGS84,Nitrogen dioxide (NO2),1 HOUR,2011-02-15,Parts per billion,24,100.0,15.4625,29.6,18,27,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,Bronx
92,695525,81,124,42602,40.73614,-73.82153000000001,WGS84,Nitrogen dioxide (NO2),1 HOUR,2011-02-16,Parts per billion,24,100.0,40.066666999999995,58.1,6,55,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,Queens
93,693849,5,133,42602,40.8679,-73.87809,WGS84,Nitrogen dioxide (NO2),1 HOUR,2011-02-16,Parts per billion,24,100.0,43.470833,60.5,8,57,PFIZER LAB SITE,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,Bronx
